pkgName,Repo,ExtDependencies
standard,dsself/standardizecountries,dplyr;readr;hadleyverse;devtools
gutils,jwalabroad/gUtils,GenomicRanges;roxyPackage;optparse;devtools;httr;RJSONIO;parallel;rtracklayer;BSgenome;poibin;igraph;BSgenome.Hsapiens.UCSC.hg19;VariantAnnotation;data.table;abind;roxygen2;methods;multicore;Rsamtools;BSgenome.Hsapiens.UCSC.hg18
methodevaluation,OHDSI/MethodEvaluation,PatientLevelPrediction;bit;CohortMethod;ffbase;pROC;MethodEvaluation;SqlRender;RJDBC;DatabaseConnector;Cyclops;ff
cranlog,Ironholds/cranlog,readr
availability,AustralianAntarcticDataCentre/availability,png;geosphere
biossa,BioSSA/BioSSA,rgl;pracma;alphashape3d;stringr;akima;oce;testthat;geometry;Rssa;latticeExtra;rPython;lattice;tripack
squash,aroneklund/squash,grDevices
hab,basille/hab,tkrplot;adehabitatMA;adehabitatLT;adehabitatHR;survival
snptools,funkhou9/snpTools,magrittr;snpTools;testthat
praise,gaborcsardi/praise,praise;testthat
madseq,ykong2/MADSEQ,rjags;coda
decomposenumbers,KevCaz/decomposenumbers,
gbmutils,ragrawal/GBMUtils,Rgraphviz;RColorBrewer;graph
remef,hohenstein/remef,lme4;utils
biostat2,eusebe/biostat2,plyr;biostat2;Hmisc;survival;reshape2;ReporteRs
resistance,AndySouth/resistance,rpart;resistance;testthat;shiny
hitchipdb,microbiome/HITChipDB,RMySQL;RPA;microbiome;DBI;knitr;preprocessCore;HITChipDB;grDevices;tcltk;devtools;rmarkdown
rpart,krv/rpart,rpart;testthat
jetset,aroneklund/jetset,org.Hs.eg.db;AnnotationDbi
wordcloudanalysis,becklab/WordCloudAnalysis,WordCloudAnalysis;wordcloud
adapter,Fuzzy-Logix/AdapteR,RODBC;methods
electionpanel,dsself/electionpanel,dplyr
cellranger,jennybc/cellranger,cellranger;testthat
simulations,dereksonderegger/Simulations,stringr;dplyr;foreach;doParallel
rversions,metacran/rversions,xml2;utils;curl
defectdata,klainfo/DefectData,reshape;e1071;base;foreign
rpcdsearch,rOpenHealth/rpcdsearch,rEHR;assertthat;stringr;dplyr;xlsx;combinat;devtools
trajaggr,roland-h/trajaggr,xts;rgeos;plyr;zoo;trajaggr;testthat;adehabitatLT;trajectories;spacetime;methods;sp;move;ade..;raster;circular
spatialdelaydiff,James-Thorson/spatial_delay-difference,TMB;pscl;PBSmapping;INLA;RANN;SpatialDelayDiff;RandomFields;matlab;devtools
missforest,stekhoven/missForest,itertools;randomForest;foreach
optcredrisk,heeryerate/OptCredRisk,MASS;Matrix;ggplot2
codeanalysis,duncantl/CodeAnalysis,CodeDepends;CodeAnalysis
kappav,vbonhomme/KappaV,sp;PresenceAbsence;maptools;rgeos
latexreadme,muschellij2/latexreadme,stringr;animation;knitr
telegramr,alfranz/telegramR,jsonlite;RCurl
gapminder,jennybc/gapminder,gdata;RColorBrewer;plyr;stringr;dplyr;testthat;ggplot2;tidyr;gapminder;devtools
jsurvformat,SophiaJia/Jsurvformat1.2,survival;knitr;grid
bias,aroneklund/bias,Biobase;affy
clusterrundown,muschellij2/clusterRundown,stringr;reshape2;zoo;plyr
osrmr,symbolrush/OSRMR,OSRM;testthat;rjson
gpurcuda,cdeterman/gpuRcuda,Rcpp;testthat;gpuRcuda;gpuR;methods
rnaseq,gtelles/ICESEQ,VariantAnnotation
fookr,avantcredit/FookR,digest;RCurl;stringr;RJSONIO;crayon
spsstor,lebebr01/SPSStoR,car;foreign;stringr;dplyr;catspec;xlsx;ggplot2;data.table;GGally;methods;e1071;SPSStoR;stats
weathergen,walkerjeffd/weathergen,stringr;biwavelet;dplyr;RSQLite;hydromad;tidyr;lubridate;forecast;zoo;moments;RPostgreSQL
coolmapr,keqiang/coolmapr,httr
mouseimmunereference,nolanlab/MouseImmuneReference,;shiny;plyr;igraph;reshape;ggplot2
ec300,jjchern/ec300,sandwich;broom;rio;dplyr;lmtest;magrittr
rook,jeffreyhorner/Rook,tools;RJSONIO;utils;Rook;datasets;brew;methods;Hmisc
argumentcheck,nutterb/ArgumentCheck,stats
reuse,jbkunst/reuse,plyr;dplyr;networkD3;rjson;ggplot2;scales
wqreview,tmills-usgs/WQ-Review,RODBC;shiny;plyr;stringr;QWToolbox;ggplot2;shinydashboard;lubridate;DT;reshape2;shinyBS
arrayfire,arrayfire/arrayfire-r,methods;arrayfire
rofficetool,lijian13/Rofficetool,Rofficetool;RDCOMClient
compete,jalapic/compete,dplyr;RJSONIO;testthat;igraph;tidyr;compete;PlayerRatings;rPython;reshape2
testpackage,droglenc/TestPackage,car;testthat
eigenfaces,vbonhomme/eigenfaces,animation;microbenchmark;EBImage;jpeg;Momocs
caricrture,chrisbrunsdon/caricRture,rgeos;dplyr;sp;OpenStreetMap;showtext
seqmetaplus,izhbannikov/seqMetaPlus,CompQuadForm;SKAT;seqMeta;Matrix;testthat;survival;coxme
gbra,axrt/gbra,ggbiplot;RColorBrewer;plyr;xlsx;dplyr;Rcpp;tidyr;boot;data.table;BiocInstaller;devtools
bondyields,vathymut/bondyields,stringr;bondyields;testthat;lubridate;data.table
nplcm,zhenkewu/nplcm,splines;nplcm;binom;plyr;coda;stringi;testthat;ggplot2;lubridate;R2WinBUGS;robCompositions;ks
rbrothers,vnminin/rbrothers,ape;coda;rbrothers;rJava
taber,restonslacker/taber,magrittr;dplyr
yir,yitang/yiR,;Rcpp;ggplot2;data.table;sp;reshape2;ggthemes;maps
configr,jmarca/configr,configr;testthat;digest;rjson
gdalextract,mdsumner/gdalextract,rgdal;raster
icacher,zzawadz/iCacheR,testthat;parallel;digest;iCacheR
heatmap3,slzhao/heatmap3,fastcluster
segue,egouldo/segue,;bitops;caTools;rJava
dplyr.src.h2,hoesler/dplyr-src-h2,assertthat;dplyr;nycflights13;testthat;DBI;RH2
ffbase2,edwindj/ffbase2,bit;assertthat;ffbase;dplyr;lazyeval;Lahman;ff
docopt,docopt/docopt.R,docopt;stringr;rjson;whisker;methods
nwfscageingerror,nwfsc-assess/nwfscAgeingError,nwfscAgeingError
travis,lzcyzm/Travis_Dev,GenomicRanges;grid;IRanges;rtracklayer;ggplot2;GenomicFeatures;GenomicAlignments;Rsamtools
diffr,petermeissner/diffr,diffr;stringr;testthat;proxy;cba
hcapi3,harvestchoice/hc-api3,RSclient;classInt;stringr;data.table;latticeExtra;lattice;foreign;raster
calvadrscripts,jmarca/calvad_rscripts,Amelia;testthat;ggplot2;rcouchutils;zoo;lattice;reshape2;scales;sqldf;RPostgreSQL
phyloprofile,YulongNiu/PhyloProfile,gridExtra;RColorBrewer;grid;ggplot2;ggdendro;reshape2
passwordrandom,hrbrmstr/passwordrandom,httr;passwordrandom;testthat
whisker,edwindj/whisker,markdown;whisker;rjson;testthat
geochina,caijun/geoChina,RJSONIO;testthat;curl;plyr
degreport,lpantano/DEGreport,plyr;coda;edgeR;ggplot2;quantreg;Nozzle.R1;rjags;utils
gentmle,jeremyrcoyle/gentmle,plyr;origami;formatR;SuperLearner;ggplot2;boot;abind;devtools
spelt,nhcooper123/SPELT,ape;SPELT;devtools;caper
colinmisc,colinsheppard/colinmisc,plotrix;data.table;snow
internr,bryantheintern/internr,stringr;dplyr;openxlsx;doParallel
rnaseqcomp,tengmx/rnaseqcomp,methods;RColorBrewer
peakerror,tdhock/PeakError,ggplot2;testthat
fsamisc,droglenc/FSAmisc,fishmethods;FSA;testthat;popbio
dbj,hoesler/dbj,assertthat;DBI;Lahman;lubridate;methods;rJava
residrill,Zanne-Lab/residrill,ggplot2;testthat
rnaprobr,sidiropoulos/RNAprobR-old,GenomicRanges;plyr;rtracklayer;GenomicFeatures;Biostrings;Rsamtools;BiocGenerics
nfp,jtrecenti/NFP,RCurl;plyr;dplyr;lubridate;XML
clusterbootmultinom,jenniferthompson/ClusterBootMultinom,dplyr;ggplot2;tidyr;VGAM;aod
dsgeo,datashield/dsGeo,sp
mircomp,mccallm/miRcomp,Biobase;methods;utils
biolabs,trinhdangmau/bio-labs,RSQLite;XML
asosi,mdsumner/asosi,rgdal;raster
pirouette,zachmayer/pirouette,rpart;Matrix;foreach;testthat;pirouette;methods
randnames,karthik/randNames,httr;dplyr;randNames;testthat;jsonlite
conditionalsample,markwh/conditionalSample,devtools;conditionalSample;roxygen2
samplingvirtualecologist,fschirr/sampling_r_package,ggplot2;Rmisc
bayesfosr,jeff-goldsmith/BayesFoSR,refund;dplyr
las,qsz13/LAS,fdrtool;sna;GOstats;GOSemSim;Rcpp;foreach;igraph;ggplot2;BH;doParallel;microbenchmark;network;intergraph;GGally
metavizr,epiviz/metavizr,msd16s;stringr;httpuv;S4Vectors;epivizr;Biobase;metagenomeSeq;methods;matrixStats
rap,JohnPickering/risk-assessment-plot-package,caret;pracma;Hmisc;pROC
dbj.h2,hoesler/dbj-h2,dbj.h2;testthat;DBI;methods;rJava;dbj
nhlplot,war-on-ice/nhlplot,dplyr;doMC;data.table
hmsc,guiblanchet/HMSC,MASS;coda
plotinteractive,plotInt/PlotInteractive,splines;shiny;pbs;dplyr;Matrix;ggplot2;refund;reshape2;mgcv
zar5,kmiddleton/zar5,plyr
googlepublicdata,gvegayon/googlePublicData,utils;rdspl;XLConnect;XML
spieceasi,zdk123/SpiecEasi,huge;Matrix;testthat;MASS;VGAM;SpiecEasi
testrfunction,RScottH/testRFunctionWithLicense,Deducer
testrfunction,RScottH/testRFunctionB,Deducer
skleid,GuangchuangYu/skleid,shiny;Biostrings;RCurl;muscle;magrittr;markdown;shinyFiles;utils;devtools
rsunlight,rOpenGov/rsunlight,plyr;httr;stringr;methods;utils;jsonlite
pdgcontrol,cboettig/pdg_control,pdgControl;plyr;PDGcontrol;ggplot2;cubature;data.table;reshape2;socialR;snowfall;Hmisc;expm
qcbsmdc,QCBS/qcbsmdc,rjson;RCurl
ggdendro,andrie/ggdendro,rpart;tree;testthat;ggplot2;MASS;ggdendro
locationr,symbolrush/locationr,geocoder;testthat;ggmap;magrittr;locationr;leaflet
msmdistance,anfer86/msmdistance,msmdistance;rJava
getoptlong,jokergoo/GetoptLong,GetoptLong;testthat;rjson;GlobalOptions;methods
randr,tomhopper/randr,VGAM;numbr
it2,gelfondjal/IT2,fields;rCharts;shiny;IT2;digest;plyr;gplots;RSQLite;R2HTML;package.name;igraph;DBI;pander;shinyIncubator;methods;d3Network;devtools;rmarkdown
cttshiny,kylehamilton/CTTShiny,shinyAce;CTT;shiny;psych;ltm
swat2r,hzambran/SWAT2R,hydroTSM;hydroGOF;zoo;foreign;Hmisc
multirankseq,slzhao/MultiRankSeq,edgeR;VennDiagram;DESeq2;baySeq;knitr
awsomics,zhezhangsh/awsomics,GenomicRanges;apcluster;tm;shiny;SnowballC;dplyr;gplots;scatterplot3d;rchive
ggtern,nicholasehamilton/ggtern,proto;ggtern;plyr;grid;scales;MASS;ggplot2;polyclip;sp;reshape2;gtable
rphylopic,sckott/rphylopic,RGraphics;grid;httr;plyr;RCurl;stringr;ggplot2;ggphylo;EBImage;gridBase;jsonlite;png
pivotalr,pivotalsoftware/PivotalR,tools;rpart;shiny;Matrix;topicmodels;randomForest;testthat;MASS;methods
creditr,knightsay/creditr,xts;RCurl;quantmod;Rcpp;creditr;testthat;XML;zoo;methods;utils;devtools
openadds,sckott/openadds,xml2;httr;dplyr;maptools;readr
gwasr,DavisBrian/gwasr,gwasr;testthat
llsr,eqipehub/LLSR,LLSR;digest;testthat;XLConnect;rootSolve;stats
canadiana,sckott/canadiana,httr;jsonlite
rdea,jaak-s/rDEA,maxLik;rDEA;slam;truncreg;truncnorm;testthat
npci,vdorie/npci,dbarts;mlegp;rstan;Rcpp;npci;methods;stats
syberiastructure,robertzk/syberiaStructure,testthatsomemore;testthat;devtools;memoise
fclhs,malexan/fclhs,shiny;stringr;dplyr;countrycode;igraph;ggvis;XLConnect;lubridate;data.table
tcgsa,borishejblum/TcGSA,splines;GSA;grid;stringr;gplots;lme4;gtools;cluster;ggplot2;doParallel;multtest;reshape2
fvarug,fvafrCU/fvarug,base;graphics
genderguesser,eamoncaddigan/GenderGuesser,httr;jsonlite
x12,alexkowa/x12,stringr;methods;grDevices;utils;stats
lmodel2,vegandevs/lmodel2,vegan
disperser,ecology-rocks/disperseR,testthat;disperseR;devtools
fetchr,blasee/fetchR,sp;methods;XML;rgeos
baidumap,badbye/baidumap,RgoogleMaps;RCurl;rjson;XML;ggmap;png
readdepth,chrisamiller/readDepth,IRanges;foreach;doMC;methods;DNAcopy
ezplot,gmlang/ezplot,grid;dplyr;ggplot2;tidyr;ezplot;methods;scales
phyloint,stoufferlab/phyloint,ape;phangorn;cheddar
emg,kmiddleton/EMG,seewave;audio;ggplot2;scales;tuneR
richporetk,gringer/RichPoreTK,RichPoreTK
datacomputing,DataComputing/DataComputing,shiny;RCurl;stringr;dplyr;tidyr;ggplot2;mosaicData;lubridate;manipulate;knitr;mosaic
otu2ot,aramette/otu2ot,seqinr
filehash,rdpeng/filehash,methods;filehash
whoisxmlapi,hrbrmstr/whoisxmlapi,xml2;httr;testthat;XML;whoisxmapi;jsonlite
isotopevis,eknit/isotopevis,plyr;testthat;colorspace;gtools;MASS;isotopevis;car
npsforveg,NCRN/NPSForVeg,plyr;lattice;MASS;boot;data.table;methods;reshape2;leaflet
hrbrmisc,hrbrmstr/hrbrmisc,httr;testthat;ggplot2;fastmatch;hrbrmisc
clubsandwich,jepusto/clubSandwich,plyr;robumeta;testthat;metafor;clubSandwich;foreign
aqtheme,joranE/aqtheme,ggplot2;ggthemes;grid
adobedw,randyzwitch/AdobeDW,httr;RSiteCatalyst;jsonlite;plyr
readstata13,sjewo/readstata13,Rcpp
go,jarioksa/GO,parallel;vegan;coenocliner;graphics;stats
nrsa,jasonelaw/nrsa,RODBC;plyr;stringr;dplyr;RUnit;nrsa;functional;reshape2;polynom
climmob,BioversityCostaRica/ClimMob,partykit;psychotools;sandwich;R.oo;stringi;gWidgets2tcltk;rtf;qvcalc;Formula;gWidgets2;utils
shinysradb,oliviazz/SRAdb-app,shiny;shinythemes;SRAdb;DT;shinyFiles;shinyBS
calvadhpmsrparsing,jmarca/calvad_hpms_r_parsing,dplyr;readr;testthat;tidyr;magrittr
oneway,ChristopherA8/oneway,ggplot2
ipdw,jsta/ipdw,sp;gdistance;parallel;raster
rusboost,SteveOhh/RUSBoost,caret;rpart
ropkgs,ropensci/ropkgs,downloader;jsonlite;devtools
ecostudy,jarioksa/ecostudy,primer;deSolve
faoswsflag,mkao006/sws_flag,Amelia;FAOSTAT;faoswsUtil;faoswsProductionImputation;faoswsFlag;faosws;data.table;lattice;reshape2;entropy
rnkm,drtagkim/rNKm,stringr;dplyr;foreach;igraph;plot3D;intergraph;scales
plyr,hadley/plyr,plyr;stringr;Rcpp;testthat;ggplot2;abind;microbenchmark
rohitonewaynewr,rorohit/RohitOnewayNewR,faraway
nordummy,Rapporteket/nordummy,rapbase;knitr
repotools,renozao/repotools,tools;github;pkgmaker;digest;RCurl;stringr;plyr;curl;devtools;repotools
sispa,BhaktiDwivedi/SISPA,GSVA;plyr;changepoint;ggplot2;data.table
gravy,jarioksa/gravy,lattice
rucinet,jfaganUK/rucinet,data.table
biogeo,jarioksa/biogeo,rgeos;spocc;rgdal;sp;raster;rworldmap
wppexplorer,PPgp/wppExplorer,shiny;googleVis;plyr;wpp2015;testthat;ggplot2;DT;reshape2;wppExplorer;Hmisc
xlsxjars,dragua/xlsxjars,rJava
shinyga,MarkEdmondson1234/shinyga,shiny;httr;Rcpp;stringr;shinydashboard;jsonlite
ccsra,James-Thorson/CCSRA,TMB;CCSRA;vioplot
moneca,antongrau/MONECA,ggplot2;igraph;MONECA;grid
mypi,ignacio82/MyPi,snow
rcppr6,richfitz/RcppR6,list;pair;yaml;digest;R6;circle;Rcpp;examples;testthat;RcppR6;whisker
multiplot,trineary/multiplot,grid
dcgor,hfang-bristol/dcGOR,staticdocs;dnet;Matrix;igraph;methods;dcGOR
rmpi,snoweye/Rmpi_PROF,parallel;Rmpi
zernike,mlpeck/zernike,rgl;odesolve;Rsolnp;pixmap;MASS;mvtnorm;lppuw;zernike
servevolleyr,durtal/servevolleyR,ggplot2;plyr
rtca,QuillanFae/xcelligence,RColorBrewer;gtools;Biobase;RTCA;graphics;methods;stats
inir,sckott/inir,R6
unmarkedextra,paleo13/unmarkedExtra,unmarked;rstan;Rcpp;testthat;boot;nloptr;roxygen2;unmarkedExtra;devtools
lipsum,coolbutuseless/lipsum,stringr
rbeast,beast-dev/RBeast,rJava;RColorBrewer
threewords,Ironholds/threewords,httr;threewords;testthat
exomepeak,lzcyzm/exomePeak,GenomicAlignments;GenomicFeatures;rtracklayer;Rsamtools
sangerseqr,jonathonthill/sangerseqR,shiny;sangerseqR;methods;Biostrings;knitr
graphconvert,jaredlander/GraphConvert,sigma;dplyr;testthat;igraph;magrittr;jsonlite
twitter,geoffjentry/twitteR,httr;rjson;DBI;bit64;methods
thilankaonewayr,thilankam/ThilankaOnewayR,faraway;agricolae
xlsx,dragua/xlsx,xlsx;devEMF;xlsxjars;rJava
cameracomp,gdario/cameracomp,MASS;Matrix;limma;ggplot2
snpmap,DynamicGenetics/SNPMaP,affxparser;SNPMaP.cdm;R.huge;methods;R.utils
fmscr,fditraglia/fmscr,Rcpp;fmscr;mvtnorm;testthat
rpostgresql2,giupo/RPostgreSQL2,methods;RPostgreSQL
platemap,smgogarten/PlateMap,;PlateMap
yejink,dsshin999/Rainbow,shiny;RCurl;RMySQL;dplyr;datasets;ggplot2
glmtools,USGS-R/glmtools,tools;glmtools;akima;testthat;ncdf;rLakeAnalyzer;GLMr
automodel,alishinski/AutoModel,;broom;dplyr;rowr;ROCR;gtools;MASS;lmtest;aod;AutoModel;xtable;BaylorEdPsych;car
mixmap,gjm112/MixMAP,lme4;graphics;methods;utils;stats
rhinolophus,ThierryO/rhinolophus,tuneR;kohonen;rgeos;class;signal;sp;raster
climdex.pcic,cphotiadou/eca,climdex.pcic;Rcpp;RUnit;methods;caTools;PCICt
ry6,ryamada22/ry6,Rcpp
smwrqw,USGS-R/smwrQW,smwrBase;smwrData;coin;zCompositions;smwrQW;smwrGraphs;dataRetrieval;cluster;mvtnorm;boot;lubridate;XML;survival;smwrStats;methods;psych
rosettaanalysis,weitzner/rosettaAnalysis,;dplyr;lazyeval;cowplot
fit.models,kjellpk/fit.models,MASS;lattice;fit.models
rje,rje42/rje,;grDevices
cdcfluview,hrbrmstr/cdcfluview,pbapply;xml2;httr;dplyr;stringr;rvest;testthat;magrittr;utils
nflgv,adamacosta/nflgv,magrittr;V8;DiagrammeR;dplyr
manifoldreduction,jefferis/manifoldreduction,nat;Rcpp;testthat;manifoldreduction;RcppEigen;nabor
poppr,grunwaldlab/poppr,adegenet;phangorn;shiny;dplyr;ape;vegan;poppr;testthat;igraph;pegas;ggplot2;boot;graphics;methods;reshape2;grDevices;utils;ade4;stats
argufy,gaborcsardi/argufy,disposables;argufy;testthat
onewayanova,AliD03/onewayanova,faraway
lucy,robertness/lucy,lucy;glmnet;bnlearn;plyr;Rgraphviz;dplyr;signalgraph;testthat;igraph;reshape;magrittr
logicspectrum,aidanmacnamara/logicSpectrum,CNORode
rrbseq,jianhong/RRBSeq,GenomicRanges;limma;Biobase;ChIPpeakAnno;preprocessCore;methods;org.Mm.eg.db
peprr,usnistgov/peprr,yaml;peprr;stringr;dplyr;RSQLite;testthat;tidyr;ggplot2;purrr;data.table;magrittr;reshape2;knitr;stats
globaloptions,jokergoo/GlobalOptions,GlobalOptions;methods;testthat
swmpr,AvianParasitology/test,gridExtra;RColorBrewer;tictoc;httr;dplyr;maptools;oce;tidyr;ggplot2;XML;data.table;ggmap;zoo;reshape2;wq
pprrfa,martindurocher/pprRFA,mgcv;nsRFA;evd
rapbase,Rapporteket/rapbase,yaml;RMySQL;RJDBC;DBI;Cairo;knitr
downloader,wch/downloader,digest;downloader;utils;testthat
ozymandiasdata,ttriche/ozymandiasData,matrixStats;ozymandias
mgraster,braithwaite/MGRASTer,;utils;MGRASTer;RCurl
sdcmicrogui,alexkowa/sdcMicroGUI,tools;sdcMicro;vcd;tcltk;gWidgets;gWidgetsRGtk2;cairoDevice;foreign;Hmisc
solar,oscarperpinan/solar,RColorBrewer;lattice;graphics;latticeExtra;zoo;methods;grDevices;stats
autocast,IQSS/AutoCast,shiny;grid;ggplot2;YourCast;abind;reshape2;scales
cropmodel,loarie/cropmodel,mvtnorm;MCMCpack
lazappi,lazappi/lazappi,knitr
cran.stats,arunsrinivasan/cran.stats,tools;gridExtra;ggplot2;data.table;methods;devtools
rmd,s-cosseddu/RMC,bio3d
oncoprint,dakl/oncoprint,ggplot2;reshape2
genbank,pauljensen/genbank,stringr;magrittr;Biostrings;pryr
ccelim,tbrycekelly/CCELIM,CCELIM;RColorBrewer;digest;Matrix;testthat;colorspace;ggplot2;MASS;XLConnect;diagram;lattice;Hmisc;limSolve
brisbanebikeways,coolbutuseless/BrisbaneBikeways,rgdal;dplyr;leaflet
tumgr,wilkersj/tumgr,minpack.lm;tumgr;testthat
batchstars,zdk123/BatchStARS,BatchJobs
emcorrprobit,ninard/EMcorrProbit,foreach;MASS;mvtnorm;doParallel;tmvtnorm
wrswor,krlmlr/wrswoR,Rcpp;wrswoR;testthat;logging
vfmodels.timeseries,veneficusnl/vf_model_time_series,gridExtra;vfmodels.timeseries;testthat;ggplot2;strucchange
multinetwork,pdownes/multinetwork,igraph
climdex.pcic,pacificclimate/climdex.pcic,climdex.pcic;Rcpp;RUnit;methods;caTools;PCICt
mapedit,adeckmyn/mapEdit,maptools;maps
rdfa,Timmwardion/RDFA,shiny;httr;RGA;httpuv;curl;testthat;utils;jsonlite;stats
ultraddr,hfang-bristol/UltraDDR,GenomicRanges;UltraDDR;staticdocs;grid;dnet;Matrix;igraph
swagger,hrbrmstr/swagger,swagger;httr;testthat;magrittr;jsonlite
writhings,hrbrmstr/writhings,testthat;writhings
dvdata,clayford/dvdata,qdapRegex
cvrapi,krose/cvrapi,stringr;httr;jsonlite
bastudy,rnorberg/bastudy,MASS;shiny;stats
redisqueue,JonasRauch/redisQueue,digest;rredis
pbcommandr,mpkocher/pbcommandR,stats;hash;argparser;logging;testthat;pbcommandR;methods;jsonlite;pryr
crafter,hrbrmstr/crafter,stringr;Rcpp;crayon;dplyr;testthat;tidyr;crafter
regarma,Hamedhm/REGARMA,tseries;msgps;Rmpfr;colorspace
unitted,appling/unitted,plyr;dplyr;lazyeval;testthat;methods
warping,dalpozz/warping,caret;gridExtra;plyr;foreach;mlbench;randomForest;mlr;ggplot2;doParallel;warping;reshape2;stats
ogdindiar,steadyfish/ogdindiar,RCurl;devtools;RJSONIO;plyr;knitr
networkplanner,SEL-Columbia/networkplanner.R,gdata;RCurl;plyr;rgeos;stringr;maptools;PBSmapping;networkplanner;rjson;igraph;ggplot2;testthat;sp;lubridate;abind;geosphere;rgdal;R.utils
phonenumber,scumdogsteev/phonenumber,phonenumber;testthat
slackr,hrbrmstr/slackr,httr;dplyr;testthat;ggplot2;methods;utils;jsonlite;maps
hmvregression,pdhoff/hmvregression,devtools
randomprojection,chappers/randomProjection,randomProjection;testthat
textir,TaddyLab/textir,Matrix;distrom;graphics;gamlr;stats
csv2sqlite,coolbutuseless/csv2sqlite,RSQLite;DBI;readr
relaxedcsv,coolbutuseless/relaxedcsv,stringr;relaxedcsv;readr;testthat
arin,Ironholds/arin,testthat;arin
sdraw,tmcd82070/SDraw,rgeos;spsurvey;dismo;rgdal;graphics;sp;utils
lazyeval,hadley/lazyeval,lazyeval;testthat
levenshtein,coolbutuseless/levenshtein,stringr;levenshtein;testthat
powerlaw,csgillespie/poweRlaw,poweRlaw;R.matlab;parallel;testthat;VGAM;methods;utils;stats
rcba,jaroslav-kuchar/rCBA,rJava
ormisc,zauster/ormisc,openxlsx;testthat;ormisc
seacarb,jpgattuso/seacarb-git,oce
methylkit,GreenJackChen/methylkit,GenomicRanges;methylKit;IRanges;parallel;testthat;data.table;methods
trailr,benneely/trailR,rms;RCurl;plyr;ggplot2;survival;reshape2
arothron,Arothron/Arothron,rgl;compositions;bezier;foreach;Rvcg;Morpho;abind;doParallel;R.utils
occupancymodels,dereksonderegger/OccupancyModels,ggmcmc;rstan;dplyr;lme4;ggplot2;lubridate
artemisdata,arcolombo/artemisData,artemis;matrixStats
ppstat,nielsrhansen/ppstat,splines;Matrix;parallel;RUnit;ppstat;ggplot2;methods;reshape2;stats
nethet,FrankD/NetHet,CompQuadForm;glmnet;huge;GeneNet;GSA;mclust;parallel;parcor;limma;ggplot2;ggm;mvtnorm;glasso;network;multtest;ICSNP
mplyr,contravariant/mplyr,gridExtra;mplyr;dplyr;lazyeval;Gmisc;testthat;ggplot2;magrittr;reshape2;ensurer;vadr
rblib,rBatt/rbLib,numbers;ssh.utils
bcgroundwater,bcgov/bcgroundwater,grid;dplyr;bcgroundwater;zoo;testthat;ggplot2;rgdal;lubridate;zyp;ggmap;sp;scales
brainbaser,jefferis/brainbaser,httr
captchareceita,jtrecenti/captchaReceita,xml2;Rcpp;rvest;jpeg;magrittr
arpa,adamacosta/arpa,stringi;testthat;arpa;data.table;methods
hundar,rommelnc/hudar,seewave;plotrix;rpart;googleVis;maptools;gsubfn;igraph;XML;streamR;wordcloud;RODBC;tm;tree;fpc;snowfall;knitr;stats;rCharts;WDI;RColorBrewer;rmongodb;plyr;ROAuth;stringr;Matrix;RCurl;servr;raster;twitteR;xlsx;zoo
phia,heliosdrm/phia,Matrix;lme4;graphics;nlme;methods;grDevices;car;utils;stats
